event_date,country_code,total_views,total_view_minutes,demand_level,temperature_2m_max,precipitation_sum,is_rainy,rolling_7day_avg,dynamic_price,dynamic_revenue
2025-01-07,KE,2,0.0,Medium,27.8,0.0,0,4.0,548.9000000000001,0.0
2025-01-08,KE,3,0.0,Medium,28.0,0.0,0,3.5714285714285716,548.9000000000001,0.0
2025-01-09,KE,9,0.0,Medium,27.5,0.5,0,4.285714285714286,548.9000000000001,0.0
2025-01-10,KE,29,0.0,Medium,25.9,1.3,1,8.142857142857142,548.9000000000001,0.0
2025-01-11,KE,2,0.0,Medium,27.4,0.1,0,8.285714285714286,548.9000000000001,0.0
2025-01-13,KE,4,0.0,Medium,27.5,0.0,0,8.0,548.9000000000001,0.0
2025-01-14,KE,5,0.0,Medium,26.8,0.0,0,7.714285714285714,548.9000000000001,0.0
2025-01-15,KE,1,0.0,Medium,25.1,0.2,0,7.571428571428571,548.9000000000001,0.0
2025-01-16,KE,1,0.0,Medium,25.8,0.0,0,7.285714285714286,548.9000000000001,0.0
2025-01-17,KE,1,0.0,Medium,26.5,0.0,0,6.142857142857143,548.9000000000001,0.0
2025-01-18,KE,7,0.0,Medium,27.8,0.0,0,3.0,548.9000000000001,0.0
2025-01-19,KE,3,0.0,Medium,27.4,0.0,0,3.142857142857143,548.9000000000001,0.0
2025-01-20,KE,17,0.0,Medium,28.7,0.0,0,5.0,548.9000000000001,0.0
2025-01-21,KE,3,0.0,Medium,28.4,0.0,0,4.714285714285714,548.9000000000001,0.0
2025-01-22,KE,4,28.316666666666666,Medium,28.6,0.0,0,5.142857142857143,548.9000000000001,0.0
2025-01-23,KE,1,0.0,Medium,27.7,0.0,0,5.142857142857143,548.9000000000001,0.0
2025-01-24,KE,3,91.6,High,28.6,0.1,0,5.428571428571429,598.8,0.0
2025-01-25,KE,7,31.566666666666666,Medium,28.3,0.4,0,5.428571428571429,548.9000000000001,0.0
2025-01-27,KE,3,52.11666666666667,Medium,23.6,0.3,0,5.428571428571429,548.9000000000001,0.0
2025-01-28,KE,6,1.7833333333333334,Medium,24.0,5.4,1,3.857142857142857,548.9000000000001,0.0
2025-01-29,KE,2,0.0,Medium,24.7,4.7,1,3.7142857142857144,548.9000000000001,0.0
2025-01-30,KE,7,54.9,Medium,22.3,25.5,1,4.142857142857143,548.9000000000001,0.0
2025-01-31,KE,7,0.7166666666666667,Medium,24.8,0.4,0,5.0,548.9000000000001,0.0
2025-02-01,KE,9,2.65,Medium,24.6,1.2,1,5.857142857142857,548.9000000000001,0.0
2025-02-02,KE,6,84.91666666666666,High,25.8,0.3,0,5.714285714285714,598.8,0.0
2025-02-03,KE,13,30.433333333333334,Medium,26.7,0.0,0,7.142857142857143,548.9000000000001,0.0
2025-02-04,KE,657,187.41666666666666,High,26.5,0.0,0,100.14285714285714,598.8,3592.7999999999997
2025-02-05,KE,1197,317.3666666666667,High,27.2,0.5,0,270.85714285714283,598.8,6586.799999999999
2025-02-06,KE,780,373.4166666666667,High,27.0,0.2,0,381.2857142857143,598.8,4191.599999999999
2025-02-07,KE,429,75.26666666666667,High,26.7,0.3,0,441.57142857142856,598.8,2395.2
2025-02-08,KE,367,37.46666666666667,Medium,29.7,0.0,0,492.7142857142857,548.9000000000001,1646.7000000000003
2025-02-09,KE,367,30.3,Medium,29.1,0.0,0,544.2857142857143,548.9000000000001,1646.7000000000003
2025-02-10,KE,777,327.73333333333335,High,28.9,0.0,0,653.4285714285714,598.8,4191.599999999999
2025-02-11,KE,457,242.75,High,27.5,0.0,0,624.8571428571429,598.8,2395.2
2025-02-12,KE,341,166.03333333333333,High,26.2,1.1,1,502.57142857142856,598.8,1796.3999999999999
2025-02-13,KE,367,7.75,Medium,25.9,3.2,1,443.57142857142856,548.9000000000001,1646.7000000000003
2025-02-14,KE,183,170.35000000000002,High,28.5,0.0,0,408.42857142857144,598.8,598.8
2025-02-15,KE,251,29.416666666666668,Medium,29.6,0.0,0,391.85714285714283,548.9000000000001,1097.8000000000002
2025-02-16,KE,233,10.216666666666667,Medium,29.1,0.8,0,372.7142857142857,548.9000000000001,1097.8000000000002
2025-02-17,KE,867,321.6333333333333,High,27.9,0.1,0,385.57142857142856,598.8,4790.4
2025-02-18,KE,797,165.08333333333334,High,29.3,0.0,0,434.14285714285717,598.8,4191.599999999999
2025-02-19,KE,13,41.06666666666667,Medium,29.9,0.0,0,387.2857142857143,548.9000000000001,0.0
2025-02-20,KE,3,25.166666666666664,Medium,30.9,0.0,0,335.2857142857143,548.9000000000001,0.0
2025-02-21,KE,2,117.81666666666666,High,29.8,0.0,0,309.42857142857144,598.8,0.0
2025-02-23,KE,1,0.8166666666666667,Medium,28.8,0.0,0,273.7142857142857,548.9000000000001,0.0
2025-02-24,KE,2,62.43333333333333,High,28.4,0.0,0,240.71428571428572,598.8,0.0
2025-02-25,KE,2,2.5,Medium,28.7,0.0,0,117.14285714285714,548.9000000000001,0.0
2025-02-26,KE,18,94.91666666666667,High,29.1,0.0,0,5.857142857142857,598.8,0.0
2025-02-27,KE,138,99.23333333333333,High,29.9,0.0,0,23.714285714285715,598.8,598.8
2025-02-28,KE,22,2.1833333333333336,Medium,30.9,0.0,0,26.428571428571427,548.9000000000001,0.0
2025-03-01,KE,23,0.0,Medium,29.5,0.0,0,29.428571428571427,548.9000000000001,0.0
2025-03-02,KE,33,0.0,Medium,29.7,0.0,0,34.0,548.9000000000001,0.0
2025-03-03,KE,40,50.016666666666666,Medium,29.1,0.0,0,39.42857142857143,548.9000000000001,0.0
2025-03-04,KE,31,8.4,Medium,29.3,0.0,0,43.57142857142857,548.9000000000001,0.0
2025-03-05,KE,27,8.45,Medium,29.9,0.0,0,44.857142857142854,548.9000000000001,0.0
2025-03-06,KE,23,35.96666666666667,Medium,30.3,0.0,0,28.428571428571427,548.9000000000001,0.0
2025-03-07,KE,48,35.63333333333333,Medium,31.1,0.7,0,32.142857142857146,548.9000000000001,0.0
2025-03-08,KE,20,41.45,Medium,29.3,0.9,0,31.714285714285715,548.9000000000001,0.0
2025-03-09,KE,2,6.8,Medium,28.3,2.3,1,27.285714285714285,548.9000000000001,0.0
2025-03-10,KE,2,0.9833333333333333,Medium,25.0,13.8,1,21.857142857142858,548.9000000000001,0.0
2025-03-11,KE,7,33.9,Medium,26.4,1.6,1,18.428571428571427,548.9000000000001,0.0
2025-03-13,KE,1,0.0,Medium,25.9,2.2,1,14.714285714285714,548.9000000000001,0.0
2025-03-14,KE,4,46.5,Medium,30.3,0.0,0,12.0,548.9000000000001,0.0
2025-03-15,KE,2,10.966666666666667,Medium,29.7,0.0,0,5.428571428571429,548.9000000000001,0.0
2025-03-16,KE,4,8.933333333333332,Medium,28.7,0.0,0,3.142857142857143,548.9000000000001,0.0
2025-03-17,KE,6,60.48333333333333,Medium,27.8,0.9,0,3.7142857142857144,548.9000000000001,0.0
2025-03-18,KE,6,98.41666666666667,High,26.1,3.8,1,4.285714285714286,598.8,0.0
2025-03-19,KE,2,0.0,Medium,24.2,11.2,1,3.5714285714285716,548.9000000000001,0.0
2025-03-21,KE,6,240.45000000000002,High,26.8,2.1,1,4.285714285714286,598.8,0.0
2025-03-22,KE,2,0.0,Medium,26.0,2.1,1,4.0,548.9000000000001,0.0
2025-03-25,KE,7,21.199999999999996,Medium,26.2,2.1,1,4.714285714285714,548.9000000000001,0.0
2025-03-26,KE,5,100.51666666666667,High,25.5,1.8,1,4.857142857142857,598.8,0.0
2025-03-27,KE,3,0.6666666666666666,Medium,25.5,4.4,1,4.428571428571429,548.9000000000001,0.0
2025-03-28,KE,7,36.849999999999994,Medium,23.4,7.6,1,4.571428571428571,548.9000000000001,0.0
2025-03-30,KE,1,0.0,Medium,23.8,2.8,1,4.428571428571429,548.9000000000001,0.0
2025-03-31,KE,2,27.516666666666666,Medium,22.9,9.6,1,3.857142857142857,548.9000000000001,0.0
2025-04-01,KE,4,215.76666666666665,High,24.9,3.9,1,4.142857142857143,598.8,0.0
2025-04-02,KE,4,0.0,Medium,25.6,0.1,0,3.7142857142857144,548.9000000000001,0.0
2025-04-03,KE,5,31.616666666666667,Medium,25.2,5.0,1,3.7142857142857144,548.9000000000001,0.0
2025-04-05,KE,6,9.15,Medium,25.5,3.9,1,4.142857142857143,548.9000000000001,0.0
2025-04-06,KE,2,0.0,Medium,21.4,9.8,1,3.4285714285714284,548.9000000000001,0.0
2025-04-07,KE,19,6.516666666666667,Medium,23.2,2.0,1,6.0,548.9000000000001,0.0
2025-04-08,KE,16,12.383333333333333,Medium,24.5,2.2,1,8.0,548.9000000000001,0.0
2025-04-09,KE,5,27.766666666666666,Medium,25.8,0.2,0,8.142857142857142,548.9000000000001,0.0
2025-04-10,KE,3,17.65,Medium,23.9,1.1,1,8.0,548.9000000000001,0.0
2025-04-14,KE,8,18.0,Medium,25.1,3.7,1,8.428571428571429,548.9000000000001,0.0
2025-04-15,KE,6,2.466666666666667,Medium,25.1,3.3,1,8.428571428571429,548.9000000000001,0.0
2025-04-16,KE,13,213.86666666666667,High,25.3,2.8,1,10.0,598.8,0.0
2025-04-17,KE,8,16.333333333333336,Medium,25.5,1.3,1,8.428571428571429,548.9000000000001,0.0
2025-04-18,KE,17,127.6,High,26.0,3.8,1,8.571428571428571,598.8,0.0
2025-04-19,KE,18,254.31666666666666,High,26.0,14.0,1,10.428571428571429,598.8,0.0
2025-04-20,KE,10,90.91666666666667,High,24.5,10.0,1,11.428571428571429,598.8,0.0
2025-04-21,KE,25,87.31666666666666,High,23.0,11.8,1,13.857142857142858,598.8,0.0
2025-04-22,KE,49,388.8833333333333,High,23.7,5.7,1,20.0,598.8,0.0
2025-04-23,KE,62,718.4833333333333,High,22.0,9.1,1,27.0,598.8,0.0
2025-04-24,KE,46,573.9833333333333,High,22.1,2.3,1,32.42857142857143,598.8,0.0
2025-04-25,KE,32,447.53333333333336,High,23.1,3.4,1,34.57142857142857,598.8,0.0
2025-04-26,KE,17,350.8833333333333,High,24.5,0.0,0,34.42857142857143,598.8,0.0
2025-04-27,KE,25,412.8,High,24.7,1.0,0,36.57142857142857,598.8,0.0
2025-04-28,KE,49,856.9,High,24.6,0.3,0,40.0,598.8,0.0
2025-04-29,KE,20,80.58333333333333,High,25.4,2.5,1,35.857142857142854,598.8,0.0
2025-04-30,KE,17,219.35,High,24.8,2.2,1,29.428571428571427,598.8,0.0
2025-05-01,KE,58,1000.1333333333333,High,25.1,0.7,0,31.142857142857142,598.8,0.0
2025-05-02,KE,41,465.3333333333333,High,26.0,0.9,0,32.42857142857143,598.8,0.0
2025-05-03,KE,53,935.0166666666667,High,26.2,3.0,1,37.57142857142857,598.8,0.0
2025-05-04,KE,62,963.8666666666667,High,26.5,10.5,1,42.857142857142854,598.8,0.0
2025-05-05,KE,28,199.13333333333333,High,23.4,12.5,1,39.857142857142854,598.8,0.0
2025-05-06,KE,42,489.0666666666666,High,23.4,17.8,1,43.0,598.8,0.0
2025-05-07,KE,39,636.4833333333333,High,23.3,10.2,1,46.142857142857146,598.8,0.0
2025-05-08,KE,50,726.1166666666667,High,23.8,2.1,1,45.0,598.8,0.0
2025-05-09,KE,26,222.61666666666665,High,23.4,2.1,1,42.857142857142854,598.8,0.0
2025-05-10,KE,14,188.61666666666667,High,24.2,1.5,1,37.285714285714285,598.8,0.0
2025-05-11,KE,29,176.4,High,24.1,3.6,1,32.57142857142857,598.8,0.0
2025-05-12,KE,15,305.18333333333334,High,25.1,15.9,1,30.714285714285715,598.8,0.0
2025-05-13,KE,32,538.55,High,23.0,26.8,1,29.285714285714285,598.8,0.0
2025-05-14,KE,42,604.9833333333333,High,23.4,2.2,1,29.714285714285715,598.8,0.0
2025-05-15,KE,40,531.2333333333333,High,23.1,1.4,1,28.285714285714285,598.8,0.0
2025-05-16,KE,24,253.21666666666667,High,23.3,1.1,1,28.0,598.8,0.0
2025-05-17,KE,22,281.6166666666667,High,23.6,0.7,0,29.142857142857142,598.8,0.0
2025-05-18,KE,53,744.0166666666667,High,23.3,2.9,1,32.57142857142857,598.8,0.0
2025-05-19,KE,42,471.96666666666664,High,22.6,2.6,1,36.42857142857143,598.8,0.0
2025-05-20,KE,45,698.2833333333333,High,24.4,1.8,1,38.285714285714285,598.8,0.0
2025-05-21,KE,37,835.9333333333333,High,24.3,0.9,0,37.57142857142857,598.8,0.0
2025-05-22,KE,39,146.88333333333333,High,24.9,1.8,1,37.42857142857143,598.8,0.0
2025-05-23,KE,28,438.8666666666667,High,24.5,2.4,1,38.0,598.8,0.0
2025-05-24,KE,38,704.7333333333333,High,26.2,0.0,0,40.285714285714285,598.8,0.0
2025-05-25,KE,33,848.3333333333334,High,23.1,0.8,0,37.42857142857143,598.8,0.0
2025-05-26,KE,32,420.98333333333335,High,24.8,2.2,1,36.0,598.8,0.0
2025-05-27,KE,24,223.51666666666665,High,22.7,10.3,1,33.0,598.8,0.0
2025-05-28,KE,23,339.7833333333333,High,24.2,0.5,0,31.0,598.8,0.0
2025-05-29,KE,32,571.55,High,24.1,1.3,1,30.0,598.8,0.0
2025-05-30,KE,40,546.7166666666667,High,25.4,0.0,0,31.714285714285715,598.8,0.0
2025-05-31,KE,99,840.0166666666667,High,26.1,0.0,0,40.42857142857143,598.8,0.0
2025-06-01,KE,247,1157.9666666666667,High,23.7,2.2,1,71.0,598.8,1197.6
2025-06-02,KE,96,1283.2166666666667,High,23.7,2.2,1,80.14285714285714,598.8,0.0
2025-06-03,KE,23,19.65,Medium,25.4,0.0,0,80.0,548.9000000000001,0.0
2025-06-04,KE,42,250.83333333333331,High,25.4,0.5,0,82.71428571428571,598.8,0.0
2025-06-05,KE,16,260.95,High,25.1,3.4,1,80.42857142857143,598.8,0.0
2025-06-06,KE,26,137.8166666666667,High,22.7,6.8,1,78.42857142857143,598.8,0.0
2025-06-07,KE,34,533.6166666666667,High,22.8,4.4,1,69.14285714285714,598.8,0.0
2025-06-08,KE,16,432.4833333333333,High,23.3,1.5,1,36.142857142857146,598.8,0.0
2025-06-09,KE,59,685.0,High,23.4,8.4,1,30.857142857142858,598.8,0.0
2025-06-10,KE,27,430.04999999999995,High,24.0,0.8,0,31.428571428571427,598.8,0.0
2025-06-11,KE,25,57.416666666666664,Medium,23.3,0.9,0,29.0,548.9000000000001,0.0
2025-06-12,KE,143,342.6,High,23.0,2.4,1,47.142857142857146,598.8,598.8
2025-06-13,KE,46,59.03333333333333,Medium,25.2,0.2,0,50.0,548.9000000000001,0.0
2025-06-14,KE,36,125.11666666666666,High,24.7,0.0,0,50.285714285714285,598.8,0.0
2025-06-15,KE,42,46.56666666666667,Medium,24.3,0.0,0,54.0,548.9000000000001,0.0
2025-06-16,KE,10,117.2,High,23.6,0.0,0,47.0,598.8,0.0
2025-06-17,KE,24,10.683333333333334,Medium,24.4,0.5,0,46.57142857142857,548.9000000000001,0.0
2025-06-18,KE,37,206.63333333333333,High,24.5,0.3,0,48.285714285714285,598.8,0.0
2025-06-19,KE,32,262.26666666666665,High,24.6,0.0,0,32.42857142857143,598.8,0.0
2025-06-20,KE,43,335.6333333333333,High,23.3,3.0,1,32.0,598.8,0.0
2025-06-21,KE,49,470.2,High,25.1,0.1,0,33.857142857142854,598.8,0.0
2025-06-22,KE,45,611.3166666666666,High,24.4,1.2,1,34.285714285714285,598.8,0.0
2025-06-23,KE,45,433.35,High,24.7,1.1,1,39.285714285714285,598.8,0.0
2025-06-24,KE,78,537.45,High,25.4,0.0,0,47.0,598.8,0.0
2025-06-25,KE,33,169.06666666666666,High,24.0,0.7,0,46.42857142857143,598.8,0.0
2025-06-26,KE,31,331.2,High,23.6,4.1,1,46.285714285714285,598.8,0.0
2025-06-27,KE,45,335.8,High,25.4,0.2,0,46.57142857142857,598.8,0.0
2025-06-28,KE,36,227.79999999999998,High,24.7,0.7,0,44.714285714285715,598.8,0.0
2025-06-29,KE,15,58.46666666666667,Medium,21.4,0.0,0,40.42857142857143,548.9000000000001,0.0
2025-06-30,KE,16,226.9,High,21.4,0.0,0,36.285714285714285,598.8,0.0
2025-07-01,KE,21,262.45,High,22.9,0.6,0,28.142857142857142,598.8,0.0
2025-07-02,KE,12,27.833333333333336,Medium,23.5,0.0,0,25.142857142857142,548.9000000000001,0.0
2025-07-03,KE,29,34.55,Medium,22.7,0.5,0,24.857142857142858,548.9000000000001,0.0
2025-07-04,KE,14,85.89999999999999,High,23.8,0.5,0,20.428571428571427,598.8,0.0
2025-07-05,KE,22,21.3,Medium,22.0,1.0,0,18.428571428571427,548.9000000000001,0.0
2025-07-06,KE,39,272.9166666666667,High,23.3,0.9,0,21.857142857142858,598.8,0.0
2025-07-07,KE,29,225.21666666666667,High,22.0,0.7,0,23.714285714285715,598.8,0.0
2025-07-08,KE,41,162.75,High,22.2,0.6,0,26.571428571428573,598.8,0.0
2025-07-09,KE,20,140.73333333333332,High,19.8,0.1,0,27.714285714285715,598.8,0.0
2025-07-10,KE,385,291.8833333333333,High,22.7,0.0,0,78.57142857142857,598.8,1796.3999999999999
2025-07-11,KE,1176,87.16666666666667,High,22.1,1.4,1,244.57142857142858,598.8,6586.799999999999
2025-07-12,KE,31,330.9666666666667,High,23.1,1.4,1,245.85714285714286,598.8,0.0
2025-07-13,KE,32,57.833333333333336,Medium,22.2,2.0,1,244.85714285714286,548.9000000000001,0.0
2025-07-14,KE,12,246.2,High,23.6,0.2,0,242.42857142857142,598.8,0.0
2025-07-15,KE,18,218.49999999999997,High,23.5,0.2,0,239.14285714285714,598.8,0.0
2025-07-16,KE,12,52.416666666666664,Medium,23.1,0.7,0,238.0,548.9000000000001,0.0
2025-07-17,KE,33,49.08333333333333,Medium,23.9,1.3,1,187.71428571428572,548.9000000000001,0.0
2025-07-18,KE,17,34.15,Medium,23.4,0.9,0,22.142857142857142,548.9000000000001,0.0
2025-07-19,KE,3,1.7,Medium,26.4,0.4,0,18.142857142857142,548.9000000000001,0.0
2025-07-20,KE,5,17.116666666666667,Medium,24.8,0.0,0,14.285714285714286,548.9000000000001,0.0
2025-07-21,KE,15,270.51666666666665,High,24.6,0.0,0,14.714285714285714,598.8,0.0
2025-07-22,KE,18,21.133333333333333,Medium,24.3,0.1,0,14.714285714285714,548.9000000000001,0.0
2025-07-23,KE,30,178.43333333333334,High,20.0,0.5,0,17.285714285714285,598.8,0.0
2025-07-24,KE,25,74.93333333333334,High,26.3,0.0,0,16.142857142857142,598.8,0.0
2025-07-25,KE,9,187.79999999999998,High,26.6,0.0,0,15.0,598.8,0.0
2023-01-21,NG,1,0.0,Medium,31.8,0.8,0,1.4285714285714286,548.9000000000001,0.0
2023-01-27,NG,1,0.0,Medium,30.3,1.1,1,1.2857142857142858,548.9000000000001,0.0
2023-03-01,NG,1,0.0,Medium,32.8,0.0,0,1.1428571428571428,548.9000000000001,0.0
2023-03-02,NG,1,0.0,Medium,32.4,0.4,0,1.1428571428571428,548.9000000000001,0.0
2023-03-08,NG,1,0.0,Medium,32.4,0.1,0,1.0,548.9000000000001,0.0
2023-03-24,NG,2,0.0,Medium,31.1,0.0,0,1.1428571428571428,548.9000000000001,0.0
2023-05-11,NG,1,23.033333333333335,Medium,30.4,2.0,1,1.1428571428571428,548.9000000000001,0.0
2023-05-14,NG,1,0.0,Medium,31.7,4.0,1,1.1428571428571428,548.9000000000001,0.0
2023-05-15,NG,2,2.0166666666666666,Medium,30.3,45.0,1,1.2857142857142858,548.9000000000001,0.0
2023-05-29,NG,4,1.0333333333333334,Medium,28.5,2.2,1,1.7142857142857142,548.9000000000001,0.0
2023-05-31,NG,1,0.0,Medium,30.7,2.8,1,1.7142857142857142,548.9000000000001,0.0
2023-06-02,NG,2,0.0,Medium,28.0,6.1,1,1.8571428571428572,548.9000000000001,0.0
2023-06-03,NG,1,0.0,Medium,28.1,3.3,1,1.7142857142857142,548.9000000000001,0.0
2023-06-11,NG,1,0.0,Medium,26.9,13.4,1,1.7142857142857142,548.9000000000001,0.0
2023-06-12,NG,1,0.0,Medium,29.9,0.4,0,1.7142857142857142,548.9000000000001,0.0
2023-06-13,NG,3,0.0,Medium,30.1,0.3,0,1.8571428571428572,548.9000000000001,0.0
2023-06-17,NG,1,0.5,Medium,29.9,4.4,1,1.4285714285714286,548.9000000000001,0.0
2023-06-19,NG,2,0.5,Medium,29.0,6.2,1,1.5714285714285714,548.9000000000001,0.0
2023-06-26,NG,1,0.0,Medium,29.2,0.0,0,1.4285714285714286,548.9000000000001,0.0
2023-06-27,NG,2,0.0,Medium,28.7,0.3,0,1.5714285714285714,548.9000000000001,0.0
2023-06-30,NG,1,0.0,Medium,28.6,0.9,0,1.5714285714285714,548.9000000000001,0.0
2023-07-03,NG,3,0.9833333333333333,Medium,28.8,0.9,0,1.8571428571428572,548.9000000000001,0.0
2023-07-05,NG,3,1.5,Medium,29.1,0.8,0,1.8571428571428572,548.9000000000001,0.0
2023-07-19,NG,1,0.0,Medium,28.9,1.4,1,1.8571428571428572,548.9000000000001,0.0
2023-07-29,NG,1,0.0,Medium,27.2,11.1,1,1.7142857142857142,548.9000000000001,0.0
2023-08-01,NG,1,0.0,Medium,26.9,15.5,1,1.7142857142857142,548.9000000000001,0.0
2023-08-23,NG,1,0.0,Medium,27.9,6.1,1,1.5714285714285714,548.9000000000001,0.0
2023-08-24,NG,1,0.0,Medium,28.8,3.5,1,1.5714285714285714,548.9000000000001,0.0
2023-08-31,NG,1,0.0,Medium,28.3,1.9,1,1.2857142857142858,548.9000000000001,0.0
2023-09-15,NG,3,0.0,Medium,28.4,7.2,1,1.2857142857142858,548.9000000000001,0.0
2023-10-19,NG,1,0.0,Medium,29.5,10.0,1,1.2857142857142858,548.9000000000001,0.0
2023-11-01,NG,1,0.0,Medium,30.8,0.2,0,1.2857142857142858,548.9000000000001,0.0
2023-11-08,NG,3,0.0,Medium,30.1,4.2,1,1.5714285714285714,548.9000000000001,0.0
2023-12-22,NG,1,0.0,Medium,33.3,0.0,0,1.5714285714285714,548.9000000000001,0.0
2023-12-23,NG,14,0.0,Medium,33.0,0.0,0,3.4285714285714284,548.9000000000001,0.0
2023-12-24,NG,3,0.0,Medium,33.3,0.0,0,3.7142857142857144,548.9000000000001,0.0
2024-01-12,NG,1,0.0,Medium,32.8,0.4,0,3.4285714285714284,548.9000000000001,0.0
2024-01-16,NG,1,0.0,Medium,32.9,0.0,0,3.4285714285714284,548.9000000000001,0.0
2024-01-17,NG,5,0.0,Medium,34.1,0.0,0,4.0,548.9000000000001,0.0
2024-01-18,NG,3,0.0,Medium,33.0,0.0,0,4.0,548.9000000000001,0.0
2024-01-22,NG,1,0.0,Medium,32.9,0.0,0,4.0,548.9000000000001,0.0
2024-02-05,NG,5,1.75,Medium,33.6,0.0,0,2.7142857142857144,548.9000000000001,0.0
2024-04-13,NG,1,0.5,Medium,32.7,1.9,1,2.4285714285714284,548.9000000000001,0.0
2024-04-20,NG,1,0.0,Medium,33.4,1.0,0,2.4285714285714284,548.9000000000001,0.0
2024-04-29,NG,1,0.0,Medium,32.4,0.9,0,2.4285714285714284,548.9000000000001,0.0
2024-04-30,NG,1,0.0,Medium,33.2,1.7,1,1.8571428571428572,548.9000000000001,0.0
2024-05-02,NG,2,28.633333333333333,Medium,32.7,0.2,0,1.7142857142857142,548.9000000000001,0.0
2024-05-03,NG,5,6.133333333333334,Medium,32.7,7.1,1,2.2857142857142856,548.9000000000001,0.0
2024-05-05,NG,2,0.0,Medium,32.8,1.4,1,1.8571428571428572,548.9000000000001,0.0
2024-05-08,NG,6,8.15,Medium,33.1,1.2,1,2.5714285714285716,548.9000000000001,0.0
2024-05-09,NG,8,0.5833333333333334,Medium,33.0,0.0,0,3.5714285714285716,548.9000000000001,0.0
2024-05-10,NG,5,0.9166666666666667,Medium,32.9,0.0,0,4.142857142857143,548.9000000000001,0.0
2024-05-11,NG,1,6.716666666666667,Medium,32.6,1.5,1,4.142857142857143,548.9000000000001,0.0
2024-05-12,NG,2,8.833333333333334,Medium,32.7,2.1,1,4.142857142857143,548.9000000000001,0.0
2024-05-17,NG,4,10.483333333333334,Medium,32.0,2.0,1,4.0,548.9000000000001,0.0
2024-05-18,NG,3,14.0,Medium,31.2,10.3,1,4.142857142857143,548.9000000000001,0.0
2024-05-20,NG,1,0.0,Medium,31.8,0.1,0,3.4285714285714284,548.9000000000001,0.0
2024-05-25,NG,1,0.0,Medium,28.7,24.8,1,2.4285714285714284,548.9000000000001,0.0
2024-05-27,NG,5,94.16666666666667,High,31.8,0.0,0,2.4285714285714284,598.8,0.0
2024-05-28,NG,3,0.45,Medium,30.9,2.4,1,2.7142857142857144,548.9000000000001,0.0
2024-05-29,NG,1,10.283333333333333,Medium,30.9,0.4,0,2.5714285714285716,548.9000000000001,0.0
2024-06-06,NG,1,0.0,Medium,29.2,17.7,1,2.142857142857143,548.9000000000001,0.0
2024-06-07,NG,1,1.95,Medium,29.0,6.5,1,1.8571428571428572,548.9000000000001,0.0
2024-06-10,NG,1,0.0,Medium,29.8,3.2,1,1.8571428571428572,548.9000000000001,0.0
2024-06-11,NG,2,0.7,Medium,28.2,9.5,1,2.0,548.9000000000001,0.0
2024-06-14,NG,7,20.75,Medium,27.5,8.6,1,2.2857142857142856,548.9000000000001,0.0
2024-06-15,NG,5,2.283333333333333,Medium,28.0,19.8,1,2.5714285714285716,548.9000000000001,0.0
2024-06-19,NG,1,0.0,Medium,30.2,1.6,1,2.5714285714285716,548.9000000000001,0.0
2024-06-20,NG,2,1.9333333333333333,Medium,28.2,5.2,1,2.7142857142857144,548.9000000000001,0.0
2024-06-22,NG,1,0.0,Medium,29.2,1.1,1,2.7142857142857144,548.9000000000001,0.0
2024-06-24,NG,1,2.6166666666666667,Medium,29.6,10.7,1,2.7142857142857144,548.9000000000001,0.0
2024-06-25,NG,2,3.3666666666666667,Medium,27.3,31.3,1,2.7142857142857144,548.9000000000001,0.0
2024-06-27,NG,1,3.5,Medium,29.4,2.0,1,1.8571428571428572,548.9000000000001,0.0
2024-07-06,NG,3,8.233333333333333,Medium,27.6,22.3,1,1.5714285714285714,548.9000000000001,0.0
2024-07-08,NG,1,1.5166666666666666,Medium,27.9,14.0,1,1.5714285714285714,548.9000000000001,0.0
2024-07-13,NG,3,0.8333333333333334,Medium,28.3,2.7,1,1.7142857142857142,548.9000000000001,0.0
2024-07-27,NG,1,0.0,Medium,27.7,0.2,0,1.7142857142857142,548.9000000000001,0.0
2024-07-30,NG,1,0.0,Medium,28.2,1.6,1,1.7142857142857142,548.9000000000001,0.0
2024-08-05,NG,1,0.0,Medium,27.4,0.8,0,1.5714285714285714,548.9000000000001,0.0
2024-08-23,NG,1,2.0833333333333335,Medium,26.6,20.1,1,1.5714285714285714,548.9000000000001,0.0
2024-08-26,NG,10,41.666666666666664,Medium,27.3,10.8,1,2.5714285714285716,548.9000000000001,0.0
2024-08-30,NG,15,3.283333333333333,Medium,27.6,3.6,1,4.571428571428571,548.9000000000001,0.0
2024-08-31,NG,3,5.183333333333334,Medium,27.7,0.6,0,4.571428571428571,548.9000000000001,0.0
2024-09-02,NG,7,12.85,Medium,28.4,0.1,0,5.428571428571429,548.9000000000001,0.0
2024-09-04,NG,2,0.43333333333333335,Medium,28.8,0.0,0,5.571428571428571,548.9000000000001,0.0
2024-09-06,NG,5,5.1,Medium,29.0,0.0,0,6.142857142857143,548.9000000000001,0.0
2024-09-07,NG,1,0.0,Medium,27.5,8.6,1,6.142857142857143,548.9000000000001,0.0
2024-09-11,NG,1,11.7,Medium,28.3,7.4,1,4.857142857142857,548.9000000000001,0.0
2024-09-17,NG,1,6.383333333333334,Medium,27.3,18.0,1,2.857142857142857,548.9000000000001,0.0
2024-09-21,NG,1,0.43333333333333335,Medium,28.7,2.3,1,2.5714285714285716,548.9000000000001,0.0
